lat,lon,date,temp,precip,is_fire
38.60895,-122.62879,10/8/2017,19.2,0,TRUE
38.60895,-122.62879,10/8/2017,19.2,0,TRUE
36.15356,-118.74103,8/29/2017,33.8,0,TRUE
39.24873,-123.16635,10/8/2017,16.8,0,TRUE
35.0179,-120.3223,7/6/2017,17,0,TRUE
41.59,-123.501,7/26/2017,12.1,0,TRUE
40.76025,-123.10003,8/30/2017,26.1,0,TRUE
36.27138,-118.48555,9/27/2017,23.1,0,TRUE
40.69573,-119.93499,8/30/2017,23.1,0,TRUE
34.55096,-119.9494,7/8/2017,24,0,TRUE
38.76549,-122.90939,10/9/2017,18,0,TRUE
34.31283,-118.35863,12/5/2017,16.1,0,TRUE
40.2275,-123.03583,9/12/2017,30.6,0,TRUE
37.44663,-119.64622,8/29/2017,29.1,0,TRUE
36.12089,-120.37116,5/18/2017,18.6,0,TRUE
39.32198,-121.4021,10/8/2017,19.8,0,TRUE
33.87041,-117.70975,10/9/2017,22.7,0,TRUE
38.655,-119.55425,8/29/2017,19.5,0,TRUE
39.62496,-121.52966,10/8/2017,20.4,0,TRUE
37.644,-119.618,8/1/2017,24.4,0.05,TRUE
41.466,-120.321,8/3/2017,27,0,TRUE
34.22957,-118.2674,9/1/2017,33.1,0,TRUE
37.538,-119.598,8/14/2017,18,0,TRUE
33.530045,-116.594422,6/26/2017,36.1,0,TRUE
39.39455,-121.40613,10/9/2017,20.5,0,TRUE
34.45283,-118.58188,12/5/2017,12.9,0,TRUE
40.43962,-120.22215,8/29/2017,23.3,0,TRUE
39.45352,-121.41222,7/7/2017,31.4,0,TRUE
36.07228,-120.26561,4/20/2017,16.4,0,TRUE
38.329,-119.782,7/31/2017,19.8,0,TRUE
40.17598,-123.36882,8/7/2017,15.4,0,TRUE
39.9034,-120.9761,7/29/2017,26.1,0,TRUE
33.3237,-117.163,12/7/2017,18.7,0,TRUE
39.57701,-121.30209,8/29/2017,31.3,0,TRUE
33.97471,-117.09984,9/2/2017,31.1,0,TRUE
41.853,-123.676,8/7/2017,14.2,0,TRUE
35.77896,-118.89627,7/7/2017,31.5,0,TRUE
33.8668,-117.68598,9/25/2017,22.4,0,TRUE
39.75312,-120.75485,9/5/2017,21.8,0.47,TRUE
36.05187,-120.05404,8/24/2017,28.6,0,TRUE
36.257,-118.296,8/2/2017,33.8,0,TRUE
36.0226,-118.94252,7/30/2017,29.1,0,TRUE
38.49521,-122.0251,7/6/2017,27.1,0,TRUE
39.01387,-122.64543,10/8/2017,18.3,0,TRUE
32.65597,-116.80527,5/20/2017,22.2,0,TRUE
35.86949,-120.57894,7/8/2017,29.6,0,TRUE
35.86949,-120.57894,7/8/2017,29.6,0,TRUE
36.96655,-120.89261,5/12/2017,15.7,0,TRUE
38.12,-119.941,9/3/2017,24.3,0,TRUE
38.14242,-122.47301,10/9/2017,19.2,0,TRUE
35.95911,-120.55579,7/17/2017,28.8,0,TRUE
35.59904,-119.08312,7/6/2017,31.4,0,TRUE
35.4025,-120.4992,6/26/2017,19,0,TRUE
36.269125,-120.620791,7/2/2017,22.8,0,TRUE
35.53456,-118.66733,6/18/2017,31.5,2.75,TRUE
34.2976,-116.826,6/19/2017,25.2,0,TRUE
37.0825,-119.8011,6/10/2017,19.1,0,TRUE
35.543,-118.654,7/30/2017,29.5,0,TRUE
34.00566,-117.30693,4/30/2017,20.4,0,TRUE
35.76,-118.406,9/1/2017,32.5,0,TRUE
38.5181,-121.104,7/26/2017,25,0,TRUE
35.38298,-118.80123,6/30/2017,27.5,0,TRUE
33.402411,-117.402445,10/17/2017,21.8,0,TRUE
34.94373,-119.44751,7/18/2017,23.9,0,TRUE
33.98212,-117.30819,8/13/2017,24.1,0,TRUE
37.21616,-119.48067,9/3/2017,30.4,0,TRUE
39.75371,-120.1397,8/6/2017,19.3,3.69,TRUE
33.34988,-117.39818,5/25/2017,16.9,0,TRUE
40.98352,-121.81623,9/12/2017,25.7,0.13,TRUE
36.530836,-120.206592,4/28/2017,17.8,0,TRUE
39.30125,-123.28825,7/16/2017,26.6,0,TRUE
39.1234,-121.32957,8/20/2017,24.7,0,TRUE
33.60247,-117.34192,10/26/2017,22.8,0,TRUE
39.888,-120.066,8/6/2017,19.4,3.66,TRUE
39.24549,-121.12792,10/9/2017,16.9,0,TRUE
34.55607,-118.60703,6/17/2017,27.1,0,TRUE
35.7908,-120.77485,8/11/2017,22.5,0,TRUE
34.37443,-118.49343,6/25/2017,27.2,0,TRUE
39.439722,-120.027222,7/10/2017,22.1,0,TRUE
37.905545,-120.408135,7/29/2017,26.9,0,TRUE
37.37397,-119.83556,9/3/2017,30.2,0,TRUE
34.14575,-117.17813,6/27/2017,24.2,0,TRUE
37.3762,-119.9646,6/28/2017,23.1,0,TRUE
41.85763,-121.29581,6/28/2017,18.6,0,TRUE
33.95036,-116.88066,8/14/2017,21.2,0,TRUE
41.11989,-120.74968,8/6/2017,18.7,0,TRUE
35.4605,-118.85896,5/20/2017,26.2,0,TRUE
33.3906,-117.32348,5/19/2017,20.4,0,TRUE
41.3975,-122.8428,7/5/2017,22.6,0,TRUE
35.40357,-120.28037,8/2/2017,24.2,0,TRUE
34.09773,-117.10567,7/14/2017,23.9,0,TRUE
36.616986,-120.369347,6/11/2017,16.8,0,TRUE
34.67403,-120.4393,9/29/2017,16.1,0.01,TRUE
37.14624,-120.015509,9/18/2017,21.8,0,TRUE
38.848,-120.287,10/13/2017,6.3,0,TRUE
34.09454,-118.48178,12/6/2017,18.1,0,TRUE
36.22265,-119.06598,7/20/2017,26.6,0,TRUE
41.72163,-121.30451,7/13/2017,22.3,0,TRUE
32.84796,-116.85396,7/11/2017,24.9,0,TRUE
36.45491,-120.2445,5/10/2017,21.1,0,TRUE
39.34292,-121.12004,8/30/2017,25.3,0,TRUE
37.18356,-122.07012,10/16/2017,19.5,0,TRUE
41.16716,-120.58342,4/3/2017,5.9,0,TRUE
38.46111,-119.48284,11/13/2017,8,1.66,TRUE
38.02929,-122.25544,7/8/2017,25.9,0,TRUE
36.27306,-120.65185,6/23/2017,27.6,0,TRUE
35.42433,-120.47322,7/9/2017,21.3,0,TRUE
36.45809,-118.87676,6/7/2017,25.2,0,TRUE
34.92907,-118.9267,8/10/2017,26.1,0,TRUE
34.08492,-117.03826,8/3/2017,23.9,3.24,TRUE
41.478,-123.506,7/19/2017,14,0,TRUE
33.59257,-117.14979,12/7/2017,14.2,0,TRUE
35.41283,-118.84466,5/15/2017,16,0,TRUE
34.16564,-117.33334,12/5/2017,14,0,TRUE
33.34659,-116.66107,7/22/2017,22.9,0,TRUE
35.12269,-120.39387,9/20/2017,18,0,TRUE
36.24653,-120.31598,9/19/2017,21.1,0,TRUE
38.538332,-121.039267,7/30/2017,26.3,0,TRUE
37.87808,-121.78677,7/8/2017,27.2,0,TRUE
37.4591,-119.921,7/2/2017,23.1,0,TRUE
35.34541,-120.76464,5/18/2017,16.2,0,TRUE
35.21177,-119.87525,5/15/2017,12.4,0,TRUE
35.59804,-118.47939,6/10/2017,17,0,TRUE
33.85323,-117.48195,7/4/2017,25.8,0,TRUE
39.44543,-122.85194,9/12/2017,25,0,TRUE
37.72543,-121.90516,8/22/2017,20.9,0,TRUE
32.65003,-116.42907,8/21/2017,21.6,0,TRUE
33.689092,-117.396404,7/31/2017,25.5,0,TRUE
40.02261,-121.91425,10/26/2017,20.3,0,TRUE
34.9465,-119.8036,5/20/2017,18.6,0,TRUE
39.9864,-120.89746,8/20/2017,23.1,0,TRUE
36.704679,-120.405077,6/11/2017,16.7,0,TRUE
35.3091,-118.701,10/15/2017,17.5,0,TRUE
35.19008,-118.76152,10/12/2017,12.1,0,TRUE
40.47106,-122.43608,7/18/2017,27.6,0,TRUE
34.41204,-117.03031,7/23/2017,22.1,0,TRUE
33.87679,-117.00258,8/19/2017,22.5,0,TRUE
39.71101,-120.02325,6/19/2017,25.5,0,TRUE
39.37192,-121.53865,7/10/2017,29.6,0,TRUE
40.80968,-120.48641,8/26/2017,22.7,0,TRUE
37.12759,-120.0193,6/7/2017,24,0,TRUE
37.63358,-121.49925,9/19/2017,18.7,0,TRUE
41.9808,-121.9741,7/29/2017,23.7,0,TRUE
33.98639,-117.21314,6/18/2017,26,0,TRUE
39.74679,-121.67261,10/9/2017,19.7,0,TRUE
35.7751,-120.23656,7/24/2017,22.5,0,TRUE
35.6871,-120.3187,6/14/2017,21.2,0,TRUE
36.90967,-119.79315,5/17/2017,17.9,0,TRUE
34.30104,-117.45646,4/30/2017,21.7,0,TRUE
40.46836,-123.51619,10/14/2017,11.2,0,TRUE
39.02482,-123.1362,9/19/2017,17.1,0,TRUE
40.07613,-121.56858,9/28/2017,23.1,0,TRUE
38.559707,-120.70013,7/26/2017,26.4,0,TRUE
38.5758,-120.915,9/17/2017,20.6,0,TRUE
34.792882,-118.851943,7/28/2017,26.7,0,TRUE
35.8556,-118.74542,6/13/2017,19.8,0,TRUE
39.69717,-121.75417,6/16/2017,29.6,0,TRUE
38.40234,-120.52953,10/9/2017,16.9,0,TRUE
32.6001,-116.76997,9/1/2017,26.8,0,TRUE
35.78286,-120.22647,5/2/2017,22.8,0,TRUE
40.69554,-122.0122,7/1/2017,28.8,0,TRUE
36.5355,-120.6585,4/29/2017,17.1,0,TRUE
37.62823,-120.30046,8/13/2017,24.7,0,TRUE
37.90014,-120.36005,7/30/2017,27.4,0,TRUE
34.009026,-117.239099,8/4/2017,27.7,0,TRUE
35.31886,-120.50886,9/3/2017,29,0.47,TRUE
33.88287,-116.99651,5/25/2017,16,0,TRUE
38.29113,-120.62177,7/17/2017,29,0,TRUE
37.7393,-121.85663,10/17/2017,17.5,0,TRUE
38.49336,-122.2483,8/11/2017,22.4,0,TRUE
36.93332,-119.43376,8/26/2017,30.2,0,TRUE
39.38416,-121.5786,6/22/2017,33.7,0,TRUE
35.3024,-120.65279,9/26/2017,20.5,0,TRUE
33.950382,-116.884446,6/15/2017,22.7,0,TRUE
39.76243,-121.74121,7/19/2017,26.7,0,TRUE
36.36113,-120.32685,8/30/2017,31.9,0,TRUE
37.39801,-121.8179,7/11/2017,20.8,0,TRUE
32.64962,-116.37345,10/21/2017,19,0,TRUE
38.46123,-122.58152,10/14/2017,15,0,TRUE
39.0199,-122.57487,10/14/2017,14.3,0,TRUE
38.43658,-121.97233,10/2/2017,20.4,0.02,TRUE
36.99092,-121.59899,9/3/2017,25,0,TRUE
36.09486,-120.52189,9/3/2017,32.6,0.29,TRUE
37.14653,-121.68165,8/11/2017,18.6,0,TRUE
34.19076,-117.26969,7/31/2017,25.8,0,TRUE
34.035344,-116.940661,11/29/2017,9,0,TRUE
33.57139,-116.8247,8/7/2017,27.5,0,TRUE
36.95104,-119.65621,7/5/2017,29.1,0,TRUE
39.52499,-121.64897,6/6/2017,26.4,0,TRUE
37.09773,-120.02027,7/7/2017,30.2,0,TRUE
39.15016,-122.576,10/6/2017,16.6,0,TRUE
34.34949,-119.30918,10/24/2017,31.1,0,TRUE
117.337331,34.015742,8/31/2017,,,TRUE
40.11794,-123.76099,8/3/2017,14.5,0,TRUE
34.20152,-117.14466,7/22/2017,22.2,0,TRUE
37.3344,-121.71752,6/29/2017,17.6,0,TRUE
35.86596,-120.64584,8/7/2017,21.3,0,TRUE
33.38613,-117.46709,10/13/2017,17.2,0,TRUE
38.869036,-119.61865,12/28/2017,-0.6,0,TRUE
40.13278,-120.9204,9/3/2017,25.4,0,TRUE
35.89423,-119.00334,5/31/2017,19.8,0.2,TRUE
36.96607,-121.55552,7/23/2017,17.4,0,TRUE
40.38944,-122.13088,6/4/2017,24.6,0,TRUE
39.19325,-121.08406,10/9/2017,15.3,0,TRUE
36.8005,-119.35901,6/11/2017,16.9,0.16,TRUE
35.5956,-120.56068,9/26/2017,19.4,0,TRUE
38.7803,-120.97111,7/8/2017,30.1,0,TRUE
34.07612,-117.06765,7/7/2017,26.9,0,TRUE
35.78616,-120.96514,10/13/2017,14.9,0,TRUE
33.75526,-117.25075,7/18/2017,25.8,0,TRUE
35.4403,-120.2913,8/2/2017,24.6,0,TRUE
39.01224,-122.20127,7/17/2017,29.1,0,TRUE
37.25014,-121.68562,7/10/2017,19.1,0,TRUE
36.60736,-120.5828,5/19/2017,22.6,0,TRUE
36.7279,-119.28241,8/27/2017,30.9,0,TRUE
38.33707,-121.11113,6/1/2017,20.8,0,TRUE
40.03392,-120.1064,6/4/2017,18.7,0,TRUE
37.82934,-120.68992,6/21/2017,31.2,0,TRUE
33.81976,-117.18552,7/28/2017,25.2,0,TRUE
37.36914,-120.0088,6/15/2017,23.6,0,TRUE
33.20988,-116.46989,8/26/2017,30.9,0,TRUE
38.94599,-122.81135,8/8/2017,20.9,0,TRUE
37.64898,-120.4925,7/8/2017,31.5,0,TRUE
40.32063,-122.83208,6/18/2017,33.2,0,TRUE
36.18815,-118.78928,7/17/2017,30.6,0,TRUE
38.18303,-120.85322,7/12/2017,26.6,0,TRUE
36.7528,-119.2288,10/11/2017,17.8,0,TRUE
39.42604,-123.03344,9/12/2017,25,0,TRUE
36.64404,-118.99944,7/18/2017,29.4,0,TRUE
35.346,-120.62825,7/7/2017,22.3,0,TRUE
40.1583,-122.3209,7/28/2017,31,0,TRUE
36.81476,-119.51592,7/4/2017,29.7,0,TRUE
41.93006,-122.36545,6/18/2017,24.1,0,TRUE
38.4446,-122.0041,9/23/2017,20,0,TRUE
41.99483,-121.90077,8/29/2017,22,0,TRUE
34.03941,-118.58624,6/29/2017,19.5,0,TRUE
41.222,-122.292,8/28/2017,23.7,0,TRUE
41.222,-122.27499,8/28/2017,23.7,0,TRUE
37.33454,-121.76323,6/21/2017,22.3,0,TRUE
37.44485,-121.84108,7/26/2017,20.6,0,TRUE
35.21556,-118.56578,10/26/2017,17,0,TRUE
33.8826,-117.00589,10/23/2017,26.2,0,TRUE
34.22551,-118.05545,10/17/2017,25.9,0,TRUE
37.41591,-122.3001,9/11/2017,22.7,1.95,TRUE
35.70639,-118.47307,8/5/2017,28.6,0,TRUE
34.72379,-120.13249,7/17/2017,21.7,0,TRUE
39.06308,-121.303,7/8/2017,30.8,0,TRUE
34.20599,-118.98603,7/4/2017,18.1,0,TRUE
33.87739,-117.16215,7/3/2017,24.6,0,TRUE
33.23281,-117.29509,6/13/2017,17.3,0,TRUE
36.94652,-120.90462,9/20/2017,19.2,0,TRUE
33.58577,-116.07429,5/28/2017,31.3,0,TRUE
36.38109,-121.00391,11/25/2017,16.7,0,TRUE
35.06472,-120.5634,7/20/2017,16.3,0,TRUE
33.6444,-117.3968,8/27/2017,26.6,0,TRUE
34.149,-117.189,7/12/2017,23.9,0,TRUE
41.8721,-122.4571,6/6/2017,20.8,0,TRUE
33.9885,-117.38417,12/21/2017,11.6,0,TRUE
35.28738,-120.44448,10/9/2017,17.2,0,TRUE
40.48712,-121.85645,4/3/2017,16.7,0,TRUE
37.56181,-121.56425,8/27/2017,27.9,0,TRUE
39.81517,-122.28165,11/2/2017,14.3,0,TRUE
36.17297,-120.87609,9/11/2017,25.4,0.3,TRUE
35.96275,-121.08753,6/29/2017,21.2,0,TRUE
40.10282,-122.27379,6/24/2017,33.1,0,TRUE
41.38247,-120.53443,6/3/2017,17.8,0,TRUE
41.99279,-122.9401,8/13/2017,20.9,0,TRUE
34.10446,-118.70294,6/29/2017,20,0,TRUE
35.05076,-118.90004,5/14/2017,11.5,0,TRUE
33.96514,-117.4764,12/4/2017,14.2,0,TRUE
33.90327,-116.50151,11/14/2017,22.3,0,TRUE
34.13534,-117.4982,10/24/2017,33.5,0,TRUE
40.70627,-122.24199,10/8/2017,19.4,0,TRUE
35.59302,-118.46734,9/29/2017,21.5,0,TRUE
41.98128,-124.01168,9/12/2017,17.6,0,TRUE
41.02705,-123.63721,8/28/2017,14.8,0,TRUE
40.29831,-122.70449,8/26/2017,28.3,0,TRUE
38.86056,-122.62382,7/17/2017,21.5,0,TRUE
36.66684,-121.74826,7/16/2017,18.6,0,TRUE
37.896778,-120.504134,9/19/2017,17.4,0,TRUE
39.06522,-121.3519,7/24/2017,27.6,0,TRUE
38.07481,-122.23004,6/22/2017,25.5,0,TRUE
37.9775,-122.65749,6/27/2017,17.1,0,TRUE
37.85137,-120.45268,6/11/2017,13.6,1.45,TRUE
40.774,-122.309,10/31/2017,16.7,0,TRUE
37.65963,-120.34802,7/7/2017,29.8,0,TRUE
33.1683,-116.77342,6/25/2017,25.5,0,TRUE
33.74925,-117.10301,9/29/2017,22.9,0,TRUE
38.08055,-122.77846,7/12/2017,17.1,0,TRUE
33.99316,-117.48405,7/4/2017,26.8,0,TRUE
38.45822,-120.92162,6/27/2017,21.4,0,TRUE
35.37351,-118.84134,6/9/2017,22.5,0,TRUE
33.96419,-117.20507,5/21/2017,23.8,0,TRUE
34.21829,-117.40625,12/5/2017,15.3,0,TRUE
33.73547,-117.33364,9/10/2017,27.3,0,TRUE
40.03697,-123.64214,8/31/2017,15.3,0,TRUE
36.85596,-121.30983,7/4/2017,17.2,0,TRUE
33.763304,-117.314994,7/7/2017,30.8,0,TRUE
33.584036,-116.972036,6/13/2017,19,0,TRUE
35.60633,-118.4642,6/4/2017,25.9,0,TRUE
40.804,-123.375,8/2/2017,17.3,0,TRUE
40.79902,-123.39253,8/2/2017,17.2,0,TRUE
33.62613,-117.07975,7/13/2017,25.3,0,TRUE
35.90092,-120.93371,6/16/2017,25.4,0,TRUE
35.902149,-120.983684,6/11/2017,15.6,0,TRUE
36.5858,-121.80377,10/15/2017,19.7,0,TRUE
36.099681,-120.443545,8/23/2017,25.2,0,TRUE
35.60001,-118.4683,5/12/2017,13.6,0,TRUE
34.52055,-118.62882,8/31/2017,30.6,7.11,TRUE
40.27582,-123.64281,8/3/2017,14.4,0,TRUE
33.96896,-117.25411,7/3/2017,24.6,0,TRUE
38.77921,-120.46234,10/10/2017,15,0,TRUE
40.29118,-122.42606,7/8/2017,32.1,0,TRUE
39.8255,-121.7127,9/25/2017,22,0,TRUE
41.4844,-120.36659,8/30/2017,22.2,0,TRUE
41.93323,-124.19629,6/26/2017,14.2,0.16,TRUE
33.79925,-117.11659,6/15/2017,24.4,0,TRUE
41.64469,-120.31814,8/30/2017,22.1,0,TRUE
33.82165,-116.96079,6/3/2017,25.5,0,TRUE
39.03168,-121.40947,9/26/2017,23.1,0,TRUE
33.71025,-117.31924,6/18/2017,26,0,TRUE
33.94788,-116.59719,6/1/2017,26.6,0,TRUE
33.18716,-116.50897,10/15/2017,23.3,0,TRUE
35.76343,-121.04445,9/23/2017,16.3,0,TRUE
32.59252,-116.61609,9/7/2017,23.1,0,TRUE
40.71923,-122.02525,9/1/2017,31.9,0,TRUE
32.7789,-116.8516,6/27/2017,23.6,0,TRUE
37.02081,-119.95136,6/18/2017,31.2,0,TRUE
34.29931,-118.37539,6/3/2017,21.4,0,TRUE
32.679,-116.29296,5/24/2017,29.3,0,TRUE
33.50488,-117.02132,10/10/2017,20,0,TRUE
37.77982,-122.169,9/26/2017,21.2,0,TRUE
38.20176,-120.67848,7/5/2017,26.6,0,TRUE
38.68347,-122.2654,6/13/2017,19,0,TRUE
35.41112,-120.00353,10/20/2017,15.3,1.43,TRUE
39.01748,-122.49327,9/5/2017,24.2,0,TRUE
36.10858,-118.81979,7/5/2017,28.7,0,TRUE
39.364,-121.4143,6/22/2017,33.6,0,TRUE
36.35578,-120.99552,5/22/2017,13.6,0,TRUE
40.88516,-123.96844,10/8/2017,12.5,0,TRUE
38.51937,-123.24713,10/7/2017,15,0,TRUE
40.20077,-122.24731,10/3/2017,20.5,0,TRUE
37.65986,-120.31157,8/1/2017,29.3,0,TRUE
34.139,-117.199,7/22/2017,23.8,0,TRUE
39.13207,-123.10227,7/17/2017,24.8,0,TRUE
33.52584,-116.85226,6/13/2017,21.1,0,TRUE
37.86549,-122.2102,6/5/2017,18.2,0,TRUE
35.983,-119.91508,5/18/2017,19,0,TRUE
35.77082,-120.92482,5/14/2017,13,0,TRUE
33.88994,-116.91023,12/13/2017,14.1,0,TRUE
39.06414,-121.13737,10/10/2017,18.1,0,TRUE
33.797216,-117.124538,8/13/2017,24,0,TRUE
40.39799,-123.57562,8/1/2017,15,0,TRUE
37.81827,-120.65764,7/18/2017,27.6,0,TRUE
40.703775,-122.645079,6/26/2017,24.4,0,TRUE
35.71704,-118.30601,5/1/2017,21.9,0,TRUE
38.26294,-122.71998,8/27/2017,21.3,0,TRUE
39.53944,-121.54722,7/4/2017,28.1,0,TRUE
36.61332,-120.7109,5/28/2017,22.9,0,TRUE
36.1727,-120.86682,5/16/2017,14.2,0,TRUE
37.41231,-119.87465,10/3/2017,12.6,0,TRUE
40.92602,-121.5935,8/17/2017,26.9,0,TRUE
40.69259,-122.17384,7/29/2017,30.2,0,TRUE
35.556667,-120.474,5/20/2017,21.2,0,TRUE
36.2771,-120.94328,5/17/2017,15.4,0,TRUE
33.88466,-116.99229,5/14/2017,15.1,0,TRUE
35.188,-119.2877,6/2/2017,24.5,0,TRUE
34.04412,-116.55326,5/29/2017,29.2,0,TRUE
36.96642,-119.58292,5/28/2017,23.6,0,TRUE
39.87983,-122.5415,8/10/2017,27.6,0,TRUE
39.16826,-120.95498,7/27/2017,24.5,0,TRUE
41.45589,-120.56933,7/17/2017,21.6,0,TRUE
35.947,-120.87492,6/28/2017,21,0,TRUE
38.19906,-120.83484,5/28/2017,21,0,TRUE
33.56777,-116.08003,4/13/2017,23.9,0,TRUE
34.71796,-120.27077,12/16/2017,12.9,0,TRUE
34.605358,-120.414875,12/14/2017,10.8,0,TRUE
39.8629,-121.6268,7/2/2017,28.8,0,TRUE
35.80375,-120.52508,6/9/2017,18.8,0,TRUE
33.97155,-117.44148,5/18/2017,17.9,0,TRUE
37.89532,-120.84748,10/18/2017,17,0,TRUE
38.69775,-120.73757,7/25/2017,25.2,0,TRUE
38.67474,-121.06088,7/12/2017,26.3,0,TRUE
34.304722,-117.3125,7/4/2017,25.3,0,TRUE
39.44257,-121.60683,9/12/2017,29.6,0,TRUE
35.6879,-120.3317,5/7/2017,12.4,5.3,TRUE
33.7866,-117.5048,4/30/2017,20.2,0,TRUE
37.21812,-121.07761,12/31/2017,9.3,0,TRUE
38.70289,-122.90217,7/31/2017,18.6,0,TRUE
33.913089,-117.096233,7/2/2017,22.4,0,TRUE
40.24789,-122.255,10/8/2017,20.3,0,TRUE
37.76888,-120.15846,9/20/2017,15.2,0.44,TRUE
37.10067,-119.32109,9/11/2017,24.6,1.34,TRUE
38.34421,-120.72274,8/28/2017,31.1,0,TRUE
34.23925,-117.85182,8/3/2017,29.7,0,TRUE
39.36902,-120.97586,7/21/2017,22.9,0,TRUE
40.48972,-122.38619,7/15/2017,31.1,0,TRUE
33.77896,-117.24091,7/13/2017,26.2,0,TRUE
39.50475,-121.33785,7/12/2017,27.4,0,TRUE
33.91806,-116.99321,7/3/2017,22.2,0,TRUE
39.08382,-121.06656,7/2/2017,26.5,0,TRUE
33.90965,-116.9669,6/18/2017,23.9,0,TRUE
117.138741,33.939428,6/16/2017,,,TRUE
35.564124,-118.796513,6/5/2017,25.5,0,TRUE
33.87107,-116.88097,6/4/2017,27,0,TRUE
39.23205,-121.376,5/29/2017,22.1,0,TRUE
34.87128,-118.35296,5/28/2017,21.9,0,TRUE
33.94673,-117.17773,5/23/2017,24.3,0,TRUE
36.44141,-121.34695,4/24/2017,13.5,0,TRUE
38.36685,-122.64001,10/9/2017,19.4,0,TRUE
38.31802,-122.39052,10/8/2017,18.1,0,TRUE
37.73596,-119.78256,9/7/2017,16.4,0,TRUE
41.702,-123.508,7/25/2017,12.4,0,TRUE
41.338,-120.304,7/23/2017,25.8,0.01,TRUE
39.75425,-122.17657,7/19/2017,26.9,0,TRUE
40.6361,-120.9643,7/6/2017,24.2,0,TRUE
41.86609,-122.73031,7/4/2017,25.2,0,TRUE
33.43513,-117.58252,6/28/2017,18.7,0,TRUE
41.841,-123.474,6/25/2017,15.1,0.45,TRUE
36.51912,-119.50606,6/23/2017,32.3,0,TRUE
35.85253,-120.80411,5/19/2017,19.9,0,TRUE
39.51158,-121.55633,2/7/2017,14.6,15.1,TRUE
39.243283,-123.103367,7/27/2018,27.3,0,TRUE
39.243283,-123.103367,7/27/2018,27.3,0,TRUE
39.243283,-123.103367,7/27/2018,27.3,0,TRUE
39.243283,-123.103367,7/27/2018,27.3,0,TRUE
40.65428,-122.62357,7/23/2018,30.6,0,TRUE
40.65428,-122.62357,7/23/2018,30.6,0,TRUE
39.8134,-121.4347,11/8/2018,13.3,0,TRUE
34.235,-118.70128,11/8/2018,19.5,0,TRUE
34.235,-118.70128,11/8/2018,19.5,0,TRUE
37.6549,-119.88581,7/13/2018,21.4,0,TRUE
38.80583,-122.18183,6/30/2018,30.1,0,TRUE
38.80583,-122.18183,6/30/2018,30.1,0,TRUE
40.9425,-122.43,9/5/2018,23.8,0,TRUE
40.9425,-122.43,9/5/2018,23.8,0,TRUE
39.04786,-123.11971,7/27/2018,23.2,0,TRUE
39.04786,-123.11971,7/27/2018,23.2,0,TRUE
39.04786,-123.11971,7/27/2018,23.2,0,TRUE
40.896,-122.219,8/9/2018,25.7,0,TRUE
41.38544,-121.04386,8/15/2018,22.4,0,TRUE
41.893332,-122.534655,7/5/2018,20.8,0,TRUE
38.349,-119.929,8/1/2018,21,0,TRUE
33.69888,-117.52055,8/6/2018,28.6,0,TRUE
40.633536,-120.868091,7/27/2018,26.2,0,TRUE
39.0674,-122.59848,6/23/2018,26.2,0,TRUE
38.052055,-120.945482,6/29/2018,25.8,0,TRUE
38.347395,-119.45186,9/4/2018,15.4,0,TRUE
37.39339,-120.34207,6/15/2018,23.3,0,TRUE
34.22685,-118.93444,11/8/2018,20.1,0,TRUE
37.571,-119.118,6/11/2018,17.5,0,TRUE
40.22027778,-122.18,10/7/2018,20.7,0,TRUE
40.35068,-121.77867,6/23/2018,31.7,0,TRUE
41.07944,-123.688056,8/16/2018,14.7,0,TRUE
34.48229,-118.60858,9/22/2018,25.4,0,TRUE
35.97896,-119.98329,8/6/2018,25.9,0,TRUE
39.94355,-122.3571,6/9/2018,20.7,0,TRUE
35.37444,-118.83556,8/3/2018,30,0,TRUE
36.6734,-118.21881,7/8/2018,29.8,0,TRUE
38.69601,-122.44468,9/8/2018,20.7,0,TRUE
39.64978,-122.58218,6/9/2018,19.3,0,TRUE
35.847778,-120.343056,8/6/2018,25.2,0,TRUE
38.431278,-122.043747,8/10/2018,26.2,0,TRUE
41.29363,-120.11461,7/13/2018,24.6,0,TRUE
37.40208,-118.50235,2/18/2018,6.7,0,TRUE
40.99344,-121.52225,8/9/2018,22.6,0,TRUE
36.85156,-120.77206,5/2/2018,15.4,0,TRUE
40.616251,-123.52019,9/4/2018,12.3,0,TRUE
40.50318,-122.42308,6/24/2018,33.5,0,TRUE
38.21396,-121.9424,11/8/2018,17.7,0,TRUE
35.73629,-120.75593,6/20/2018,22.2,0,TRUE
34.5486,-118.31138,6/4/2018,27.3,0,TRUE
34.095568,-116.958806,7/6/2018,23.7,0,TRUE
36.40755,-120.99322,6/4/2018,16.7,0,TRUE
36.71537,-118.08449,4/19/2018,10.4,0,TRUE
33.62924,-117.05992,5/17/2018,14.6,0,TRUE
39.186144,-121.792885,7/31/2018,27.5,0,TRUE
39.268611,-120.658333,9/3/2018,23.7,0,TRUE
35.11416667,-120.0922222,8/19/2018,18.1,0,TRUE
35.387408,-118.817934,7/27/2018,31.8,0,TRUE
39.82877,-123.08489,7/31/2018,27.8,0,TRUE
39.77124,-121.76859,7/12/2018,29.9,0,TRUE
40.33682,-121.93908,7/9/2018,28.5,0,TRUE
38.42623,-120.95408,7/6/2018,25.6,0,TRUE
38.59694444,-121.9938889,7/18/2018,26.3,0,TRUE
38.82426,-121.451307,8/1/2018,25.6,0,TRUE
